
Tijdstip,Apparaat Temperatuur (°C),Temperatuur (°C),Luchtdruk (hPa),Luchtvochtigheid (%),Lichtintensiteit (lux),Windsnelheid (m/s),Windrichting (graden)
2025-03-13 14:22:13,32.22,24.72,996.56,13.61,324.75,nvt,135
2025-03-13 14:22:23,32.48,24.98,996.54,13.55,373.22,nvt,45
2025-03-13 14:22:33,32.66,25.16,996.51,13.46,389.39,0.05,nvt
2025-03-13 14:22:43,32.76,25.26,996.52,13.66,449.88,0.62,135
2025-03-13 14:22:54,33.04,25.54,996.51,13.4,496.2,0.43,135
2025-03-13 14:23:04,33.23,25.73,996.51,13.24,515.4,0.1,135
2025-03-13 14:23:14,33.36,25.86,996.5,13.16,541.2,0.05,135
2025-03-13 14:23:24,33.57,26.07,996.51,13.07,557.52,nvt,135
2025-03-13 14:23:34,33.53,26.03,996.52,13.3,572.44,nvt,135
2025-03-13 14:23:44,33.7,26.2,996.54,12.84,593.96,nvt,135
2025-03-13 14:23:54,33.68,26.18,996.51,12.85,606.56,nvt,135
2025-03-13 14:24:04,33.79,26.29,996.5,12.63,606.56,nvt,180
2025-03-13 14:24:14,33.75,26.25,996.48,12.5,616.65,nvt,180
2025-03-13 14:24:24,33.84,26.34,996.48,12.61,617.5,nvt,180
2025-03-13 14:24:34,33.9,26.4,996.51,12.5,579.28,nvt,180
2025-03-13 14:24:44,34.03,26.53,996.51,12.47,565.4,nvt,45
2025-03-13 14:24:54,34.06,26.56,996.52,12.57,592.99,nvt,135
2025-03-13 14:25:04,34.06,26.56,996.48,12.39,586.44,0.29,180
2025-03-13 14:25:15,34.08,26.58,996.5,12.14,409.88,0.19,225
2025-03-13 14:25:25,34.11,26.61,996.48,12.26,447.17,0.05,90
2025-03-13 14:25:35,33.91,26.41,996.52,12.11,403.03,0.05,225
2025-03-13 14:25:45,33.74,26.24,996.5,12.54,615.62,0.14,270
2025-03-13 14:25:55,33.85,26.35,996.53,12.48,597.65,0.05,nvt
2025-03-13 14:26:05,33.95,26.45,996.53,12.43,609.38,0.05,nvt
2025-03-13 14:26:15,33.96,26.46,996.53,12.39,539.98,nvt,nvt
2025-03-13 14:26:25,34.1,26.6,996.52,12.34,529.53,nvt,270
2025-03-13 14:26:35,34.24,26.74,996.52,12.27,517.01,nvt,270
2025-03-13 14:26:46,34.47,26.97,996.58,12.18,466.03,nvt,180
2025-03-13 14:26:56,34.62,27.12,996.55,12.08,405.54,nvt,180
2025-03-13 14:27:06,34.7,27.2,996.57,12.0,510.94,0.05,90
